human_ensembl_gene_id,human_accession,hgnc_symbol,mouse_ensembl_gene_id,external_gene_name,mouse_accession
ENSG00000163630,Q8TBG9,SYNPR,ENSMUSG00000056296,Synpr,Q8BGN8
ENSG00000163832,Q0PNE2,ELP6,ENSMUSG00000054836,Elp6,Q8BK75
ENSG00000164035,Q9ULC0,EMCN,ENSMUSG00000054690,Emcn,Q9R0H2
ENSG00000131697,O75161,NPHP4,ENSMUSG00000039577,Nphp4,P59240
ENSG00000132950,Q9UJ78,ZMYM5,ENSMUSG00000040123,Zmym5,Q3U2E2
ENSG00000133704,O15397,IPO8,ENSMUSG00000040029,Ipo8,Q7TMY7
ENSG00000133878,Q9BV47,DUSP26,ENSMUSG00000039661,Dusp26,Q9D700
ENSG00000134339,P0DJI9,SAA2,ENSMUSG00000040026,Saa3,P04918
ENSG00000173432,P0DJI8,SAA1,ENSMUSG00000040026,Saa3,P04918
ENSG00000135299,Q9Y2G4,ANKRD6,ENSMUSG00000040183,Ankrd6,Q69ZU8
ENSG00000135336,Q9UBD5,ORC3,ENSMUSG00000040044,Orc3,Q9JK30
ENSG00000135469,Q96MF6,COQ10A,ENSMUSG00000039914,Coq10a,"['A0A1W2P8D4', 'A0A1W2P7J1', 'A0A1W2P7G5', 'E9Q3H6', 'A0A1W2P732']"
ENSG00000135482,Q96K80,ZC3H10,ENSMUSG00000039810,Zc3h10,Q8R205
ENSG00000135540,Q5SYE7,NHSL1,ENSMUSG00000039835,Nhsl1,Q8CAF4
ENSG00000135870,Q5TC82,RC3H1,ENSMUSG00000040423,Rc3h1,Q4VGL6
ENSG00000136297,Q8IY49,MMD2,ENSMUSG00000039533,Mmd2,Q8R189
ENSG00000136870,O75820,ZNF189,ENSMUSG00000039634,Zfp189,Q8BKP2
ENSG00000136881,Q14032,BAAT,ENSMUSG00000039653,Baat,Q91X34
ENSG00000136928,O75899,GABBR2,ENSMUSG00000039809,Gabbr2,Q80T41
ENSG00000137449,Q7Z5Q1,CPEB2,ENSMUSG00000039782,Cpeb2,"['E9Q969', 'D3YUJ4', 'A0A0H2UH22', 'E9Q5X2']"
ENSG00000137801,P07996,THBS1,ENSMUSG00000040152,Thbs1,Q80YQ1
ENSG00000137841,Q00722,PLCB2,ENSMUSG00000040061,Plcb2,A3KGF7
ENSG00000137942,Q5T0N5,FNBP1L,ENSMUSG00000039735,Fnbp1l,"['A0A5F8MPQ8', 'E9PUK3', 'E9PUI5', 'A0A0G2JFM9']"
ENSG00000137944,Q6YP21,KYAT3,ENSMUSG00000040213,Kyat3,Q71RI9
ENSG00000137962,Q52LW3,ARHGAP29,ENSMUSG00000039831,Arhgap29,Q8CGF1
ENSG00000138286,Q96BN6,FAM149B1,ENSMUSG00000039599,Fam149b,Q6NSV7
ENSG00000139146,Q9NP50,SINHCAF,ENSMUSG00000039985,Sinhcaf,Q8C8M1
ENSG00000139160,Q8IXQ9,ETFBKMT,ENSMUSG00000039958,Etfbkmt,Q80ZM3
ENSG00000139540,Q6ZMH5,SLC39A5,ENSMUSG00000039878,Slc39a5,Q9D856
ENSG00000139826,Q7L211,ABHD13,ENSMUSG00000040396,Abhd13,Q80UX8
ENSG00000139899,Q6UW01,CBLN3,ENSMUSG00000040380,Cbln3,Q9JHG0
ENSG00000140320,Q8TBE0,BAHD1,ENSMUSG00000040007,Bahd1,"['Z4YJL0', 'Z4YMJ8']"
ENSG00000140323,A7MBM2,DISP2,ENSMUSG00000040035,Disp2,Q8CIP5
ENSG00000140497,O15127,SCAMP2,ENSMUSG00000040188,Scamp2,Q9ERN0
ENSG00000140990,O96000,NDUFB10,ENSMUSG00000040048,Ndufb10,Q9DCS9
ENSG00000141013,O95995,GAS8,ENSMUSG00000040220,Gas8,Q60779
ENSG00000141519,Q4G0X9,CCDC40,ENSMUSG00000039963,Ccdc40,Q8BI79
ENSG00000141577,Q9UPN4,CEP131,ENSMUSG00000039781,Cep131,Q62036
ENSG00000141582,O00257,CBX4,ENSMUSG00000039989,Cbx4,O55187
ENSG00000142207,O60287,URB1,ENSMUSG00000039929,Urb1,E9PU96
ENSG00000142227,P54852,EMP3,ENSMUSG00000040212,Emp3,O35912
ENSG00000142599,Q9P2R6,RERE,ENSMUSG00000039852,Rere,Q80TZ9
ENSG00000143036,Q8N4M1,SLC44A3,ENSMUSG00000039865,Slc44a3,Q921V7
ENSG00000144642,Q6XE24,RBMS3,ENSMUSG00000039607,Rbms3,Q8BWL5
ENSG00000145041,Q9Y4B6,DCAF1,ENSMUSG00000040325,Dcaf1,Q80TR8
ENSG00000145390,Q70EK8,USP53,ENSMUSG00000039701,Usp53,P15975
ENSG00000145526,Q13634,CDH18,ENSMUSG00000040420,Cdh18,"['F6RSC2', 'A0A2I3BPS8', 'Q8BLB5', 'E9Q941', 'E9Q9Q6']"
ENSG00000146054,Q9C029,TRIM7,ENSMUSG00000040350,Trim7,Q923T7
ENSG00000146122,Q86T65,DAAM2,ENSMUSG00000040260,Daam2,Q80U19
ENSG00000146278,Q12796,PNRC1,ENSMUSG00000040128,Pnrc1,Q3TWH3
ENSG00000146555,Q7Z5N4,SDK1,ENSMUSG00000039683,Sdk1,Q3UH53
ENSG00000147316,Q8NEM0,MCPH1,ENSMUSG00000039842,Mcph1,Q7TT79
ENSG00000147586,Q9Y2Q9,MRPS28,ENSMUSG00000040269,Mrps28,Q9CY16
ENSG00000148965,P35542,SAA4,ENSMUSG00000040017,Saa4,P31532
ENSG00000149292,Q9H892,TTC12,ENSMUSG00000040219,Ttc12,Q8BW49
ENSG00000149294,P13591,NCAM1,ENSMUSG00000039542,Ncam1,"['A0A0A6YY47', 'E9QB01', 'A0A0A6YWW5', 'A0A0A6YY91', 'A0A0A6YWU2', 'E9Q589']"
ENSG00000152223,Q9HCE0,EPG5,ENSMUSG00000039840,Epg5,Q80TA9
ENSG00000152611,Q8WWF8,CAPSL,ENSMUSG00000039676,Capsl,Q6P8Y1
ENSG00000153187,Q00839,HNRNPU,ENSMUSG00000039630,Hnrnpu,Q8VEK3
ENSG00000153443,Q8TB05,UBALD1,ENSMUSG00000039568,Ubald1,Q6P3B2
ENSG00000153936,Q7LGA3,HS2ST1,ENSMUSG00000040151,Hs2st1,Q8R3H7
ENSG00000153956,P54289,CACNA2D1,ENSMUSG00000040118,Cacna2d1,O08532
ENSG00000153975,Q96AP4,ZUP1,ENSMUSG00000039531,Zup1,Q3T9Z9
ENSG00000153993,O95025,SEMA3D,ENSMUSG00000040254,Sema3d,Q8BH34
ENSG00000154359,Q17RB8,LONRF1,ENSMUSG00000039633,Lonrf1,D3YY23
ENSG00000155287,Q96A46,SLC25A28,ENSMUSG00000040414,Slc25a28,Q8R0Z5
ENSG00000156042,Q5T0N1,CFAP70,ENSMUSG00000039543,Cfap70,D3YVL2
ENSG00000156970,O60566,BUB1B,ENSMUSG00000040084,Bub1b,Q9Z1S0
ENSG00000160396,Q8NE63,HIPK4,ENSMUSG00000040424,Hipk4,Q3V016
ENSG00000160445,Q7Z7L7,ZER1,ENSMUSG00000039686,Zer1,Q80ZJ6
ENSG00000160991,Q96SN7,ORAI2,ENSMUSG00000039747,Orai2,Q8BH10
ENSG00000160993,Q9NXW9,ALKBH4,ENSMUSG00000039754,Alkbh4,Q9D8F1
ENSG00000162040,Q96QI5,HS3ST6,ENSMUSG00000039628,Hs3st6,Q5GFD5
ENSG00000162636,Q5T8I3,EEIG2,ENSMUSG00000040339,Eeig2,Q8BQS4
ENSG00000162645,P32456,GBP2,ENSMUSG00000028270,Gbp2,Q9Z0E6
ENSG00000162645,P32456,GBP2,ENSMUSG00000028270,Gbp2,Q9Z0E6
ENSG00000162645,P32456,GBP2,ENSMUSG00000040264,Gbp2b,A4UUI2
ENSG00000162645,P32456,GBP2,ENSMUSG00000040264,Gbp2b,A4UUI2
ENSG00000162654,Q96PP9,GBP4,ENSMUSG00000028268,Gbp3,Q61107
ENSG00000162654,Q96PP9,GBP4,ENSMUSG00000028268,Gbp3,Q61107
ENSG00000162654,Q96PP9,GBP4,ENSMUSG00000040253,Gbp7,Q91Z40
ENSG00000162654,Q96PP9,GBP4,ENSMUSG00000040253,Gbp7,Q91Z40
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000037849,Ifi206,"['G3UXS8', 'G3UZV2']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000039997,Ifi203,"['A0A0R4J0H6', 'E9PUG6', 'E9QAN9']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000043263,Ifi209,Q8BV49
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000066677,Ifi208,Q3V3Q4
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000070501,Ifi214,"['E9QL87', 'E9PVL3', 'A0A0R4J1R5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073489,Ifi204,P0DOV2
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073490,Ifi207,"['D3Z2E7', 'E9Q3L4']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000163565,Q16666,IFI16,ENSMUSG00000073491,Ifi213,"['D3Z5G0', 'Q3UPZ5']"
ENSG00000164187,Q68DH5,LMBRD2,ENSMUSG00000039704,Lmbrd2,Q8C561
ENSG00000164440,Q8N3L3,TXLNB,ENSMUSG00000039891,Txlnb,Q8VBT1
ENSG00000164442,Q99967,CITED2,ENSMUSG00000039910,Cited2,O35740
ENSG00000164683,Q9Y5J3,HEY1,ENSMUSG00000040289,Hey1,Q9QUM5
ENSG00000164684,Q6ZNC4,ZNF704,ENSMUSG00000040209,Zfp704,Q9ERQ3
ENSG00000164751,P28328,PEX2,ENSMUSG00000040374,Pex2,Q91YZ5
ENSG00000165152,Q9BRR3,PGAP4,ENSMUSG00000039611,Pgap4,Q91YV9
ENSG00000165325,Q05D60,DEUP1,ENSMUSG00000039977,Deup1,Q7M6Y5
ENSG00000165810,Q6UXG8,BTNL9,ENSMUSG00000040283,Btnl9,Q8BJE2
ENSG00000165970,Q9Y345,SLC6A5,ENSMUSG00000039728,Slc6a5,"['B2RQX9', 'A0A140LHI9']"
ENSG00000166073,Q14439,GPR176,ENSMUSG00000040133,Gpr176,Q80WT4
ENSG00000166199,Q96Q83,ALKBH3,ENSMUSG00000040174,Alkbh3,Q8K1E6
ENSG00000166803,Q15004,PCLAF,ENSMUSG00000040204,Pclaf,Q9CQX4
ENSG00000166881,O14524,NEMP1,ENSMUSG00000040195,Nemp1,Q6ZQE4
ENSG00000166979,P58658,EVA1C,ENSMUSG00000039903,Eva1c,P58659
ENSG00000166986,P56192,MARS1,ENSMUSG00000040354,Mars1,Q68FL6
ENSG00000167112,O95900,TRUB2,ENSMUSG00000039826,Trub2,Q91WG3
ENSG00000167123,Q5T4B2,CERCAM,ENSMUSG00000039787,Cercam,A3KGW5
ENSG00000167291,Q8TBP0,TBC1D16,ENSMUSG00000039976,Tbc1d16,"['A2AFK9', 'Q6PFC0', 'A2ABG4']"
ENSG00000167981,Q96LX8,ZNF597,ENSMUSG00000039789,Zfp597,E9Q6S0
ENSG00000168062,Q8N1L9,BATF2,ENSMUSG00000039699,Batf2,Q8R1H8
ENSG00000168140,Q6EMK4,VASN,ENSMUSG00000039646,Vasn,Q9CZT5
ENSG00000169302,Q8WU08,STK32A,ENSMUSG00000039954,Stk32a,Q8BGW6
ENSG00000169744,O43679,LDB2,ENSMUSG00000039706,Ldb2,O55203
ENSG00000170262,Q8TCY5,MRAP,ENSMUSG00000039956,Mrap,Q9D159
ENSG00000170426,Q8NEX9,SDR9C7,ENSMUSG00000040127,Sdr9c7,Q8K3P0
ENSG00000170581,P52630,STAT2,ENSMUSG00000040033,Stat2,"['E9QJX9', 'Q9QXJ2']"
ENSG00000170775,O15354,GPR37,ENSMUSG00000039904,Gpr37,Q9QY42
ENSG00000171097,Q16773,KYAT1,ENSMUSG00000039648,Kyat1,Q8BTY1
ENSG00000171522,P35408,PTGER4,ENSMUSG00000039942,Ptger4,P32240
ENSG00000112029,Q9UKT4,FBXO5,ENSMUSG00000019773,Fbxo5,Q7TSG3
ENSG00000112031,Q9UGC7,MTRF1L,ENSMUSG00000019774,Mtrf1l,Q8BJU9
ENSG00000112246,P81133,SIM1,ENSMUSG00000019913,Sim1,Q61045
ENSG00000112282,Q9ULK4,MED23,ENSMUSG00000019984,Med23,Q80YQ2
ENSG00000112290,Q92558,WASF1,ENSMUSG00000019831,Wasf1,Q8R5H6
ENSG00000112308,Q9GZU0,C6orf62,ENSMUSG00000019132,BC005537,Q99LU8
ENSG00000112335,O60493,SNX3,ENSMUSG00000019804,Snx3,"['Q78ZM0', 'D3Z6Z0', 'D3Z789']"
ENSG00000112339,Q9Y450,HBS1L,ENSMUSG00000019977,Hbs1l,Q69ZS7
ENSG00000112357,O00628,PEX7,ENSMUSG00000020003,Pex7,P97865
ENSG00000112365,O43167,ZBTB24,ENSMUSG00000019826,Zbtb24,Q80X44
ENSG00000112378,Q96FX8,PERP,ENSMUSG00000019851,Perp,Q9JK95
ENSG00000112379,Q5TH69,ARFGEF3,ENSMUSG00000019852,Arfgef3,Q3UGY8
ENSG00000112394,Q8TF71,SLC16A10,ENSMUSG00000019838,Slc16a10,Q3U9N9
ENSG00000112769,Q16363,LAMA4,ENSMUSG00000019846,Lama4,P97927
ENSG00000112855,P49590,HARS2,ENSMUSG00000019143,Hars2,Q99KK9
ENSG00000113643,P54136,RARS1,ENSMUSG00000018848,Rars,Q9D0I9
ENSG00000113645,Q8IX03,WWC1,ENSMUSG00000018849,Wwc1,Q5SXA9
ENSG00000114841,Q9P2D7,DNAH1,ENSMUSG00000019027,Dnah1,E9Q8T7
ENSG00000115257,Q6UW60,PCSK4,ENSMUSG00000020131,Pcsk4,P29121
ENSG00000115266,O95996,APC2,ENSMUSG00000020135,Apc2,"['D3YTR0', 'G5E832', 'D3Z3K9', 'D3YYQ9', 'D3Z344']"
ENSG00000115902,P43007,SLC1A4,ENSMUSG00000020142,Slc1a4,O35874
ENSG00000115946,Q9NRX1,PNO1,ENSMUSG00000020116,Pno1,Q9CPS7
ENSG00000115956,P08567,PLEK,ENSMUSG00000020120,Plek,Q9JHK5
ENSG00000116017,Q99856,ARID3A,ENSMUSG00000019564,Arid3a,Q62431
ENSG00000117020,Q9Y243,AKT3,ENSMUSG00000019699,Akt3,Q9WUA6
ENSG00000118495,Q9UM63,PLAGL1,ENSMUSG00000019817,Plagl1,"['Q9JLQ4', 'B0QZX5', 'A0A0A6YWE3', 'B0QZX4', 'Q3UQW2']"
ENSG00000118503,P21580,TNFAIP3,ENSMUSG00000019850,Tnfaip3,Q60769
ENSG00000118513,P10242,MYB,ENSMUSG00000019982,Myb,P06876
ENSG00000118515,O00141,SGK1,ENSMUSG00000019970,Sgk1,Q9WVC6
ENSG00000118520,P05089,ARG1,ENSMUSG00000019987,Arg1,Q61176
ENSG00000118523,P29279,CCN2,ENSMUSG00000019997,Ccn2,P29268
ENSG00000118596,O60669,SLC16A7,ENSMUSG00000020102,Slc16a7,O70451
ENSG00000119392,Q53GS7,GLE1,ENSMUSG00000019715,Gle1,Q8R322
ENSG00000119559,Q9UFG5,C19orf25,ENSMUSG00000020133,2310011J03Rik,Q9D7E4
ENSG00000120256,Q86VZ4,LRP11,ENSMUSG00000019796,Lrp11,Q8CB67
ENSG00000120265,P22061,PCMT1,ENSMUSG00000019795,Pcmt1,P23506
ENSG00000120833,O14508,SOCS2,ENSMUSG00000020027,Socs2,O35717
ENSG00000120860,Q9Y3C0,WASHC3,ENSMUSG00000020056,Washc3,Q9CR27
ENSG00000120868,O14727,APAF1,ENSMUSG00000019979,Apaf1,O88879
ENSG00000121749,Q8TC07,TBC1D15,ENSMUSG00000020130,Tbc1d15,Q9CXF4
ENSG00000122862,P10124,SRGN,ENSMUSG00000020077,Srgn,P13609
ENSG00000122884,P13674,P4HA1,ENSMUSG00000019916,P4ha1,Q60715
ENSG00000122952,O95229,ZWINT,ENSMUSG00000019923,Zwint,Q9CQU5
ENSG00000122958,O75436,VPS26A,ENSMUSG00000020078,Vps26a,P40336
ENSG00000123159,O14908,GIPC1,ENSMUSG00000019433,Gipc1,Q9Z0G0
ENSG00000125347,P10914,IRF1,ENSMUSG00000018899,Irf1,P15314
ENSG00000125503,Q9BZL4,PPP1R12C,ENSMUSG00000019254,Ppp1r12c,Q3UMT1
ENSG00000125733,Q15642,TRIP10,ENSMUSG00000019487,Trip10,Q8CJ53
ENSG00000126790,Q96EM0,L3HYPDH,ENSMUSG00000019718,L3hypdh,Q9CXA2
ENSG00000127526,Q96K37,SLC35E1,ENSMUSG00000019731,Slc35e1,Q8CD26
ENSG00000127586,Q8WVB6,CHTF18,ENSMUSG00000019214,Chtf18,"['E9PVJ3', 'F6YVH6', 'F6ZBE7', 'E9Q2M3', 'A0A0R4J0I4']"
ENSG00000127952,Q9Y6J8,STYXL1,ENSMUSG00000019178,Styxl1,"['D3YZ02', 'Q9DAG7', 'Q9DAR2', 'J3QNW1', 'J3QK74']"
ENSG00000128245,Q04917,YWHAH,ENSMUSG00000018965,Ywhah,P68510
ENSG00000130347,Q8WWV3,RTN4IP1,ENSMUSG00000019864,Rtn4ip1,"['D3Z792', 'A0A0R4J0S3']"
ENSG00000130348,Q9H0R6,QRSL1,ENSMUSG00000019863,Qrsl1,Q9CZN8
ENSG00000130349,Q9P0P8,MTRES1,ENSMUSG00000019797,Mtres1,Q9CQF4
ENSG00000130479,Q66K74,MAP1S,ENSMUSG00000019261,Map1s,Q8C052
ENSG00000130540,Q9BR01,SULT4A1,ENSMUSG00000018865,Sult4a1,P63046
ENSG00000130748,Q9NX00,TMEM160,ENSMUSG00000019158,Tmem160,Q9D938
ENSG00000130821,P48029,SLC6A8,ENSMUSG00000019558,Slc6a8,Q8VBW1
ENSG00000273554,,,ENSMUSG00000019558,Slc6a8,Q8VBW1
ENSG00000131100,P36543,ATP6V1E1,ENSMUSG00000019210,Atp6v1e1,P50518
ENSG00000131470,Q9P2W1,PSMC3IP,ENSMUSG00000019303,Psmc3ip,O35047
ENSG00000131471,Q16853,AOC3,ENSMUSG00000019326,Aoc3,O70423
ENSG00000132429,Q9HBV1,POPDC3,ENSMUSG00000019848,Popdc3,Q9ES81
ENSG00000133488,Q9UDX3,SEC14L4,ENSMUSG00000019368,Sec14l4,Q8R0F9
ENSG00000133773,Q9P031,CCDC59,ENSMUSG00000019897,Ccdc59,Q8R2N0
ENSG00000134516,Q92608,DOCK2,ENSMUSG00000020143,Dock2,Q8C3J5
ENSG00000135521,Q96GA3,LTV1,ENSMUSG00000019814,Ltv1,Q6NSQ7
ENSG00000135525,Q14244,MAP7,ENSMUSG00000019996,Map7,"['D3YWN7', 'A0A1L1SR93', 'A0A1L1SUN4', 'A0A1L1SVB6', 'E9QMU3']"
ENSG00000135535,Q04900,CD164,ENSMUSG00000019818,Cd164,Q9R0L9
ENSG00000135541,Q8N157,AHI1,ENSMUSG00000019986,Ahi1,"['E9QP54', 'A0A1L1SQE2', 'E9Q552']"
ENSG00000135547,Q9UBP5,HEY2,ENSMUSG00000019789,Hey2,Q9QUS4
ENSG00000135549,Q9C010,PKIB,ENSMUSG00000019876,Pkib,"['F7D7A9', 'Q3TZU5', 'H3BLG2']"
ENSG00000135587,O60906,SMPD2,ENSMUSG00000019822,Smpd2,O70572
ENSG00000135596,Q8TDZ2,MICAL1,ENSMUSG00000019823,Mical1,Q8VDP3
ENSG00000135597,Q96D71,REPS1,ENSMUSG00000019854,Reps1,O54916
ENSG00000135655,Q9Y4E8,USP15,ENSMUSG00000020124,Usp15,Q8R5H1
ENSG00000136048,Q8N682,DRAM1,ENSMUSG00000020057,Dram1,Q9DC58
ENSG00000136193,Q12765,SCRN1,ENSMUSG00000019124,Scrn1,Q9CZC8
ENSG00000137486,P49407,ARRB1,ENSMUSG00000018909,Arrb1,Q8BWG8
ENSG00000137513,Q96I59,NARS2,ENSMUSG00000018995,Nars2,Q8BGV0
ENSG00000138347,Q86TC9,MYPN,ENSMUSG00000020067,Mypn,Q5DTJ9
ENSG00000139263,Q6UXM1,LRIG3,ENSMUSG00000020105,Lrig3,Q6P1C6
ENSG00000139292,O75473,LGR5,ENSMUSG00000020140,Lgr5,Q9Z1P4
ENSG00000139318,Q16828,DUSP6,ENSMUSG00000019960,Dusp6,Q9DBB1
ENSG00000139323,Q8TC44,POC1B,ENSMUSG00000019952,Poc1b,Q8BHD1
ENSG00000139343,P62306,SNRPF,ENSMUSG00000020018,Snrpf,P62307
ENSG00000139350,Q8NHV4,NEDD1,ENSMUSG00000019988,Nedd1,P33215
ENSG00000139351,Q8IZU3,SYCP3,ENSMUSG00000020059,Sycp3,"['M0QW86', 'M0QWF4', 'A2RSE7']"
ENSG00000139351,Q8IZU3,SYCP3,ENSMUSG00000020059,Sycp3,"['M0QW86', 'M0QWF4', 'A2RSE7']"
ENSG00000139351,Q8IZU3,SYCP3,ENSMUSG00000054626,Xlr,P05531
ENSG00000139351,Q8IZU3,SYCP3,ENSMUSG00000054626,Xlr,P05531
ENSG00000139352,P50553,ASCL1,ENSMUSG00000020052,Ascl1,Q02067
ENSG00000141030,Q9UNS2,COPS3,ENSMUSG00000019373,Cops3,O88543
ENSG00000141456,Q8IZL8,PELP1,ENSMUSG00000018921,Pelp1,Q9DBD5
ENSG00000141738,Q14451,GRB7,ENSMUSG00000019312,Grb7,Q03160
ENSG00000142552,Q96D15,RCN3,ENSMUSG00000019539,Rcn3,Q8BH97
ENSG00000143314,Q96A35,MRPL24,ENSMUSG00000019710,Mrpl24,Q9CQ06
ENSG00000143373,Q8N1G0,ZNF687,ENSMUSG00000019338,Zfp687,Q9D2D7
ENSG00000143669,Q99698,LYST,ENSMUSG00000019726,Lyst,"['G5E8Q0', 'A0A2R8W6Q6']"
ENSG00000143952,Q9P1Q0,VPS54,ENSMUSG00000020128,Vps54,Q5SPW0
ENSG00000145860,Q96MT1,RNF145,ENSMUSG00000019189,Rnf145,Q5SWK7
ENSG00000146374,Q9BXY4,RSPO3,ENSMUSG00000019880,Rspo3,Q2TJ95
ENSG00000146410,Q6P444,MTFR2,ENSMUSG00000019992,Mtfr2,Q8VED8
ENSG00000146416,Q9NVV5,AIG1,ENSMUSG00000019806,Aig1,Q9D8B1
ENSG00000146648,P00533,EGFR,ENSMUSG00000020122,Egfr,Q01279
ENSG00000134780,Q9Y4D2,DAGLA,ENSMUSG00000035735,Dagla,Q6WQJ1
ENSG00000135220,Q6UWM9,UGT2A3,ENSMUSG00000035780,Ugt2a3,Q8BWQ1
ENSG00000135426,A2RU30,TESPA1,ENSMUSG00000034833,Tespa1,Q3U132
ENSG00000135720,O43237,DYNC1LI2,ENSMUSG00000035770,Dync1li2,Q6PDL0
ENSG00000135956,O75204,TMEM127,ENSMUSG00000034850,Tmem127,Q8BGP5
ENSG00000136011,Q8WWQ8,STAB2,ENSMUSG00000035459,Stab2,Q8R4U0
ENSG00000136144,Q8NDN9,RCBTB1,ENSMUSG00000035469,Rcbtb1,"['G3UZL2', 'G3UYZ5', 'G3UWU1', 'G3UZ62', 'A0A0R4J025']"
ENSG00000136152,Q96JB2,COG3,ENSMUSG00000034893,Cog3,E9QL65
ENSG00000136918,Q5JTN6,WDR38,ENSMUSG00000035295,Wdr38,Q9D994
ENSG00000136925,Q5T7W7,TSTD2,ENSMUSG00000035495,Tstd2,Q3U269
