hgnc_symbol,human_ensembl_gene_id,mouse_ensembl_gene_id,external_gene_name
BRD8,ENSG00000112983,ENSMUSG00000003778,Brd8
KIF20A,ENSG00000112984,ENSMUSG00000003779,Kif20a
TIMMDC1,ENSG00000113845,ENSMUSG00000002846,Timmdc1
FAM162A,ENSG00000114023,ENSMUSG00000003955,Fam162a
FANCL,ENSG00000115392,ENSMUSG00000004018,Fancl
PLEKHA3,ENSG00000116095,ENSMUSG00000002733,Plekha3
SIPA1L2,ENSG00000116991,ENSMUSG00000001995,Sipa1l2
ETV3,ENSG00000117036,ENSMUSG00000003382,Etv3
RPS6KA1,ENSG00000117676,ENSMUSG00000003644,Rps6ka1
STK11,ENSG00000118046,ENSMUSG00000003068,Stk11
KMT2A,ENSG00000118058,ENSMUSG00000002028,Kmt2a
IFT46,ENSG00000118096,ENSMUSG00000002031,Ift46
LTBP2,ENSG00000119681,ENSMUSG00000002020,Ltbp2
FAM98A,ENSG00000119812,ENSMUSG00000002017,Fam98a
ADGRE5,ENSG00000123146,ENSMUSG00000002885,Adgre5
IKZF4,ENSG00000123411,ENSMUSG00000002578,Ikzf4
COQ8B,ENSG00000123815,ENSMUSG00000003762,Coq8b
CSE1L,ENSG00000124207,ENSMUSG00000002718,Cse1l
PEX6,ENSG00000124587,ENSMUSG00000002763,Pex6
GNMT,ENSG00000124713,ENSMUSG00000002769,Gnmt
MEA1,ENSG00000124733,ENSMUSG00000002768,Mea1
INSIG2,ENSG00000125629,ENSMUSG00000003721,Insig2
GTF2F1,ENSG00000125651,ENSMUSG00000002658,Gtf2f1
ALKBH7,ENSG00000125652,ENSMUSG00000002661,Alkbh7
CLPP,ENSG00000125656,ENSMUSG00000002660,Clpp
GRIA3,ENSG00000125675,ENSMUSG00000001986,Gria3
FOSB,ENSG00000125740,ENSMUSG00000003545,Fosb
PDCD2L,ENSG00000126249,ENSMUSG00000002635,Pdcd2l
BCL2L12,ENSG00000126453,ENSMUSG00000003190,Bcl2l12
IRF3,ENSG00000126456,ENSMUSG00000003184,Irf3
DGCR6L,ENSG00000128185,ENSMUSG00000003531,Dgcr6
DGCR6,ENSG00000183628,ENSMUSG00000003531,Dgcr6
,ENSG00000278817,ENSMUSG00000003531,Dgcr6
AP1M2,ENSG00000129354,ENSMUSG00000003309,Ap1m2
ABHD17A,ENSG00000129968,ENSMUSG00000003346,Abhd17a
PRKCSH,ENSG00000130175,ENSMUSG00000003402,Prkcsh
APOE,ENSG00000130203,ENSMUSG00000002985,Apoe
TOMM40,ENSG00000130204,ENSMUSG00000002984,Tomm40
NCAN,ENSG00000130287,ENSMUSG00000002341,Ncan
SNX9,ENSG00000130340,ENSMUSG00000002365,Snx9
UCK1,ENSG00000130717,ENSMUSG00000002550,Uck1
ATG4D,ENSG00000130734,ENSMUSG00000002820,Atg4d
PNCK,ENSG00000130822,ENSMUSG00000002012,Pnck
NAPSA,ENSG00000131400,ENSMUSG00000002204,Napsa
SDF2,ENSG00000132581,ENSMUSG00000002064,Sdf2
BTBD2,ENSG00000133243,ENSMUSG00000003344,Btbd2
CSNK1G2,ENSG00000133275,ENSMUSG00000003345,Csnk1g2
MED6,ENSG00000133997,ENSMUSG00000002679,Med6
FKBP11,ENSG00000134285,ENSMUSG00000003355,Fkbp11
DDB2,ENSG00000134574,ENSMUSG00000002109,Ddb2
ACP2,ENSG00000134575,ENSMUSG00000002103,Acp2
CD36,ENSG00000135218,ENSMUSG00000002944,Cd36
TACO1,ENSG00000136463,ENSMUSG00000001983,Taco1
KLF4,ENSG00000136826,ENSMUSG00000003032,Klf4
KLC4,ENSG00000137171,ENSMUSG00000003546,Klc4
IER3,ENSG00000137331,ENSMUSG00000003541,Ier3
NAB1,ENSG00000138386,ENSMUSG00000002881,Nab1
CCDC65,ENSG00000139537,ENSMUSG00000003354,Ccdc65
GOLGA6D,ENSG00000140478,ENSMUSG00000002546,Golga2
GOLGA8F,ENSG00000153684,ENSMUSG00000002546,Golga2
GOLGA6A,ENSG00000159289,ENSMUSG00000002546,Golga2
GOLGA2,ENSG00000167110,ENSMUSG00000002546,Golga2
GOLGA6C,ENSG00000167195,ENSMUSG00000002546,Golga2
GOLGA8A,ENSG00000175265,ENSMUSG00000002546,Golga2
GOLGA8Q,ENSG00000178115,ENSMUSG00000002546,Golga2
GOLGA8J,ENSG00000179938,ENSMUSG00000002546,Golga2
GOLGA8G,ENSG00000183629,ENSMUSG00000002546,Golga2
GOLGA8R,ENSG00000186399,ENSMUSG00000002546,Golga2
GOLGA8M,ENSG00000188626,ENSMUSG00000002546,Golga2
GOLGA8O,ENSG00000206127,ENSMUSG00000002546,Golga2
GOLGA6B,ENSG00000215186,ENSMUSG00000002546,Golga2
GOLGA8B,ENSG00000215252,ENSMUSG00000002546,Golga2
GOLGA8N,ENSG00000232653,ENSMUSG00000002546,Golga2
GOLGA8K,ENSG00000249931,ENSMUSG00000002546,Golga2
GOLGA8T,ENSG00000261247,ENSMUSG00000002546,Golga2
GOLGA8S,ENSG00000261739,ENSMUSG00000002546,Golga2
GOLGA8H,ENSG00000261794,ENSMUSG00000002546,Golga2
RPL3L,ENSG00000140986,ENSMUSG00000002500,Rpl3l
NOB1,ENSG00000141101,ENSMUSG00000003848,Nob1
MIEN1,ENSG00000141741,ENSMUSG00000002580,Mien1
SH3GL1,ENSG00000141985,ENSMUSG00000003200,Sh3gl1
CCDC97,ENSG00000142039,ENSMUSG00000002608,Ccdc97
RPS11,ENSG00000142534,ENSMUSG00000003429,Rps11
NOSIP,ENSG00000142546,ENSMUSG00000003421,Nosip
CIAO1,ENSG00000144021,ENSMUSG00000003662,Ciao1
SNRNP200,ENSG00000144028,ENSMUSG00000003660,Snrnp200
PLA1A,ENSG00000144837,ENSMUSG00000002847,Pla1a
ADPRH,ENSG00000144843,ENSMUSG00000002844,Adprh
EIF2B5,ENSG00000145191,ENSMUSG00000003235,Eif2b5
SSBP2,ENSG00000145687,ENSMUSG00000003992,Ssbp2
ST8SIA6,ENSG00000148488,ENSMUSG00000003418,St8sia6
CYP17A1,ENSG00000148795,ENSMUSG00000003555,Cyp17a1
ESAM,ENSG00000149564,ENSMUSG00000001946,Esam
TMEM25,ENSG00000149582,ENSMUSG00000002032,Tmem25
BICD1,ENSG00000151746,ENSMUSG00000003452,Bicd1
RANBP2,ENSG00000153201,ENSMUSG00000003226,Ranbp2
RMND5A,ENSG00000153561,ENSMUSG00000002222,Rmnd5a
MOV10,ENSG00000155363,ENSMUSG00000002227,Mov10
RHOC,ENSG00000155366,ENSMUSG00000002233,Rhoc
PPM1J,ENSG00000155367,ENSMUSG00000002228,Ppm1j
TIAM1,ENSG00000156299,ENSMUSG00000002489,Tiam1
PAXIP1,ENSG00000157212,ENSMUSG00000002221,Paxip1
DHRS1,ENSG00000157379,ENSMUSG00000002332,Dhrs1
BRAF,ENSG00000157764,ENSMUSG00000002413,Braf
ABHD3,ENSG00000158201,ENSMUSG00000002475,Abhd3
CNOT11,ENSG00000158435,ENSMUSG00000003135,Cnot11
NR2F6,ENSG00000160113,ENSMUSG00000002393,Nr2f6
HSF2BP,ENSG00000160207,ENSMUSG00000002076,Hsf2bp
CD3G,ENSG00000160654,ENSMUSG00000002033,Cd3g
RPL8,ENSG00000161016,ENSMUSG00000003970,Rpl8
DVL3,ENSG00000161202,ENSMUSG00000003233,Dvl3
ABCF3,ENSG00000161204,ENSMUSG00000003234,Abcf3
TMEM143,ENSG00000161558,ENSMUSG00000002781,Tmem143
SYCE2,ENSG00000161860,ENSMUSG00000003824,Syce2
TAF6L,ENSG00000162227,ENSMUSG00000003680,Taf6l
PEX19,ENSG00000162735,ENSMUSG00000003464,Pex19
NCSTN,ENSG00000162736,ENSMUSG00000003458,Ncstn
ELF3,ENSG00000163435,ENSMUSG00000003051,Elf3
TPRA1,ENSG00000163870,ENSMUSG00000002871,Tpra1
GRIK3,ENSG00000163873,ENSMUSG00000001985,Grik3
SHH,ENSG00000164690,ENSMUSG00000002633,Shh
SLC39A13,ENSG00000165915,ENSMUSG00000002105,Slc39a13
PSMC3,ENSG00000165916,ENSMUSG00000002102,Psmc3
RAPSN,ENSG00000165917,ENSMUSG00000002104,Rapsn
STAT6,ENSG00000166888,ENSMUSG00000002147,Stat6
SNRPD1,ENSG00000167088,ENSMUSG00000002477,Snrpd1
CDK12,ENSG00000167258,ENSMUSG00000003119,Cdk12
RAB8A,ENSG00000167461,ENSMUSG00000003037,Rab8a
CACNB3,ENSG00000167535,ENSMUSG00000003352,Cacnb3
AXL,ENSG00000167601,ENSMUSG00000002602,Axl
CHAF1A,ENSG00000167670,ENSMUSG00000002835,Chaf1a
HDGFL2,ENSG00000167674,ENSMUSG00000002833,Hdgfl2
PLIN4,ENSG00000167676,ENSMUSG00000002831,Plin4
ANGPTL4,ENSG00000167772,ENSMUSG00000002289,Angptl4
CD320,ENSG00000167775,ENSMUSG00000002308,Cd320
PAFAH1B2,ENSG00000168092,ENSMUSG00000003131,Pafah1b2
PHYHIP,ENSG00000168490,ENSMUSG00000003469,Phyhip
IL7R,ENSG00000168685,ENSMUSG00000003882,Il7r
RAB3B,ENSG00000169213,ENSMUSG00000003411,Rab3b
AVEN,ENSG00000169857,ENSMUSG00000003604,Aven
DLGAP1,ENSG00000170579,ENSMUSG00000003279,Dlgap1
RGS19,ENSG00000171700,ENSMUSG00000002458,Rgs19
MOB3A,ENSG00000172081,ENSMUSG00000003348,Mob3a
NAA20,ENSG00000173418,ENSMUSG00000002728,Naa20
DDX23,ENSG00000174243,ENSMUSG00000003360,Ddx23
NDUFA11,ENSG00000174886,ENSMUSG00000002379,Ndufa11
TMEM39A,ENSG00000176142,ENSMUSG00000002845,Tmem39a
TOP3A,ENSG00000177302,ENSMUSG00000002814,Top3a
PPFIA3,ENSG00000177380,ENSMUSG00000003863,Ppfia3
IL17RA,ENSG00000177663,ENSMUSG00000002897,Il17ra
FLII,ENSG00000177731,ENSMUSG00000002812,Flii
FARSA,ENSG00000179115,ENSMUSG00000003808,Farsa
CALR,ENSG00000179218,ENSMUSG00000003814,Calr
RAD23A,ENSG00000179262,ENSMUSG00000003813,Rad23a
PUF60,ENSG00000179950,ENSMUSG00000002524,Puf60
PRKRA,ENSG00000180228,ENSMUSG00000002731,Prkra
SSR4,ENSG00000180879,ENSMUSG00000002014,Ssr4
NQO1,ENSG00000181019,ENSMUSG00000003849,Nqo1
SLC25A42,ENSG00000181035,ENSMUSG00000002346,Slc25a42
PLAG1,ENSG00000181690,ENSMUSG00000003282,Plag1
AP2A2,ENSG00000183020,ENSMUSG00000002957,Ap2a2
RUVBL2,ENSG00000183207,ENSMUSG00000003868,Ruvbl2
NUDT14,ENSG00000183828,ENSMUSG00000002804,Nudt14
PRKD1,ENSG00000184304,ENSMUSG00000002688,Prkd1
SRPK3,ENSG00000184343,ENSMUSG00000002007,Srpk3
BTBD6,ENSG00000184887,ENSMUSG00000002803,Btbd6
JAG2,ENSG00000184916,ENSMUSG00000002799,Jag2
BCAP31,ENSG00000185825,ENSMUSG00000002015,Bcap31
CYP4F3,ENSG00000186529,ENSMUSG00000003484,Cyp4f18
BCAM,ENSG00000187244,ENSMUSG00000002980,Bcam
SUPT5H,ENSG00000196235,ENSMUSG00000003435,Supt5
ELAVL3,ENSG00000196361,ENSMUSG00000003410,Elavl3
IPO4,ENSG00000196497,ENSMUSG00000002319,Ipo4
PEG3,ENSG00000198300,ENSMUSG00000002265,Peg3
BRINP2,ENSG00000198797,ENSMUSG00000004031,Brinp2
HMGN2,ENSG00000198830,ENSMUSG00000003038,Hmgn2
GRK5,ENSG00000198873,ENSMUSG00000003228,Grk5
DAXX,ENSG00000204209,ENSMUSG00000002307,Daxx
DDR1,ENSG00000204580,ENSMUSG00000003534,Ddr1
TBC1D8,ENSG00000204634,ENSMUSG00000003134,Tbc1d8
DENND1C,ENSG00000205744,ENSMUSG00000002668,Dennd1c
QTRT1,ENSG00000213339,ENSMUSG00000002825,Qtrt1
IRF9,ENSG00000213928,ENSMUSG00000002325,Irf9
AS3MT,ENSG00000214435,ENSMUSG00000003559,As3mt
APOC2,ENSG00000234906,ENSMUSG00000002992,Apoc2
INMT,ENSG00000241644,ENSMUSG00000003477,Inmt
BORCS8,ENSG00000254901,ENSMUSG00000002345,Borcs8
ETV1,ENSG00000006468,ENSMUSG00000004151,Etv1
MATK,ENSG00000007264,ENSMUSG00000004933,Matk
MLXIPL,ENSG00000009950,ENSMUSG00000005373,Mlxipl
APBA3,ENSG00000011132,ENSMUSG00000004931,Apba3
ZBTB32,ENSG00000011590,ENSMUSG00000006310,Zbtb32
BID,ENSG00000015475,ENSMUSG00000004446,Bid
CD44,ENSG00000026508,ENSMUSG00000005087,Cd44
INSRR,ENSG00000027644,ENSMUSG00000005640,Insrr
PNPLA6,ENSG00000032444,ENSMUSG00000004565,Pnpla6
GAB2,ENSG00000033327,ENSMUSG00000004508,Gab2
CUL3,ENSG00000036257,ENSMUSG00000004364,Cul3
MRI1,ENSG00000037757,ENSMUSG00000004996,Mri1
CTNS,ENSG00000040531,ENSMUSG00000005949,Ctns
TPR,ENSG00000047410,ENSMUSG00000006005,Tpr
HDAC9,ENSG00000048052,ENSMUSG00000004698,Hdac9
RCN1,ENSG00000049449,ENSMUSG00000005973,Rcn1
JKAMP,ENSG00000050130,ENSMUSG00000005078,Jkamp
SPO11,ENSG00000054796,ENSMUSG00000005883,Spo11
MSH4,ENSG00000057468,ENSMUSG00000005493,Msh4
CS,ENSG00000062485,ENSMUSG00000005683,Cs
CNN2,ENSG00000064666,ENSMUSG00000004665,Cnn2
PKN2,ENSG00000065243,ENSMUSG00000004591,Pkn2
MTHFD2,ENSG00000065911,ENSMUSG00000005667,Mthfd2
ELOVL1,ENSG00000066322,ENSMUSG00000006390,Elovl1
UFD1,ENSG00000070010,ENSMUSG00000005262,Ufd1
WDR1,ENSG00000071127,ENSMUSG00000005103,Wdr1
BUD23,ENSG00000071462,ENSMUSG00000005378,Bud23
PRKACA,ENSG00000072062,ENSMUSG00000005469,Prkaca
IRAG1,ENSG00000072952,ENSMUSG00000005611,Irag1
STXBP2,ENSG00000076944,ENSMUSG00000004626,Stxbp2
NMRK2,ENSG00000077009,ENSMUSG00000004939,Nmrk2
FBLN1,ENSG00000077942,ENSMUSG00000006369,Fbln1
SLC1A3,ENSG00000079215,ENSMUSG00000005360,Slc1a3
CIC,ENSG00000079432,ENSMUSG00000005442,Cic
PAFAH1B3,ENSG00000079462,ENSMUSG00000005447,Pafah1b3
COL5A3,ENSG00000080573,ENSMUSG00000004098,Col5a3
MEF2C,ENSG00000081189,ENSMUSG00000005583,Mef2c
ULK2,ENSG00000083290,ENSMUSG00000004798,Ulk2
P2RX5,ENSG00000083454,ENSMUSG00000005950,P2rx5
ITGAE,ENSG00000083457,ENSMUSG00000005947,Itgae
ZNF324,ENSG00000083812,ENSMUSG00000004500,Zfp324
ZNF324B,ENSG00000249471,ENSMUSG00000004500,Zfp324
CHMP2B,ENSG00000083937,ENSMUSG00000004843,Chmp2b
USP40,ENSG00000085982,ENSMUSG00000005501,Usp40
CDIP1,ENSG00000089486,ENSMUSG00000004071,Cdip1
TFAP4,ENSG00000090447,ENSMUSG00000005718,Tfap4
DNAJB11,ENSG00000090520,ENSMUSG00000004460,Dnajb11
MCOLN1,ENSG00000090674,ENSMUSG00000004567,Mcoln1
DTX2,ENSG00000091073,ENSMUSG00000004947,Dtx2
IL5RA,ENSG00000091181,ENSMUSG00000005364,Il5ra
MAP3K20,ENSG00000091436,ENSMUSG00000004085,Map3k20
OSGEP,ENSG00000092094,ENSMUSG00000006289,Osgep
IL11,ENSG00000095752,ENSMUSG00000004371,Il11
SRPK1,ENSG00000096063,ENSMUSG00000004865,Srpk1
MYO9B,ENSG00000099331,ENSMUSG00000004677,Myo9b
POLR2E,ENSG00000099817,ENSMUSG00000004667,Polr2e
RANBP1,ENSG00000099901,ENSMUSG00000005732,Ranbp1
CRKL,ENSG00000099942,ENSMUSG00000006134,Crkl
SUSD2,ENSG00000099994,ENSMUSG00000006342,Susd2
GGT5,ENSG00000099998,ENSMUSG00000006344,Ggt5
GGT1,ENSG00000100031,ENSMUSG00000006345,Ggt1
GGTLC2,ENSG00000100121,ENSMUSG00000006345,Ggt1
GGTLC1,ENSG00000149435,ENSMUSG00000006345,Ggt1
GGTLC3,ENSG00000274252,ENSMUSG00000006345,Ggt1
GCAT,ENSG00000100116,ENSMUSG00000006378,Gcat
HMOX1,ENSG00000100292,ENSMUSG00000005413,Hmox1
MCM5,ENSG00000100297,ENSMUSG00000005410,Mcm5
TXN2,ENSG00000100348,ENSMUSG00000005354,Txn2
PVALB,ENSG00000100362,ENSMUSG00000005716,Pvalb
UQCC1,ENSG00000101019,ENSMUSG00000005882,Uqcc1
PGRMC1,ENSG00000101856,ENSMUSG00000006373,Pgrmc1
KLF5,ENSG00000102554,ENSMUSG00000005148,Klf5
CTCF,ENSG00000102974,ENSMUSG00000005698,Ctcf
PARD6A,ENSG00000102981,ENSMUSG00000005699,Pard6a
HMOX2,ENSG00000103415,ENSMUSG00000004070,Hmox2
DNAJA3,ENSG00000103423,ENSMUSG00000004069,Dnaja3
RAB11A,ENSG00000103769,ENSMUSG00000004771,Rab11a
SLC30A4,ENSG00000104154,ENSMUSG00000005802,Slc30a4
BLOC1S6,ENSG00000104164,ENSMUSG00000005804,Bloc1s6
CCN4,ENSG00000104415,ENSMUSG00000005124,Ccn4
NDRG1,ENSG00000104419,ENSMUSG00000005125,Ndrg1
MAN2B1,ENSG00000104774,ENSMUSG00000005142,Man2b1
ARHGEF18,ENSG00000104880,ENSMUSG00000004568,Arhgef18
FCER2,ENSG00000104921,ENSMUSG00000005540,Fcer2a
YJU2B,ENSG00000104957,ENSMUSG00000004994,Ccdc130
SGTA,ENSG00000104969,ENSMUSG00000004937,Sgta
IL27RA,ENSG00000104998,ENSMUSG00000005465,Il27ra
ASF1B,ENSG00000105011,ENSMUSG00000005470,Asf1b
CASP14,ENSG00000105141,ENSMUSG00000005355,Casp14
AKT2,ENSG00000105221,ENSMUSG00000004056,Akt2
PIAS4,ENSG00000105229,ENSMUSG00000004934,Pias4
TBCB,ENSG00000105254,ENSMUSG00000006095,Tbcb
NKG7,ENSG00000105374,ENSMUSG00000004612,Nkg7
ETFB,ENSG00000105379,ENSMUSG00000004610,Etfb
CD33,ENSG00000105383,ENSMUSG00000004609,Cd33
SIGLEC6,ENSG00000105492,ENSMUSG00000004609,Cd33
NAPA,ENSG00000105402,ENSMUSG00000006024,Napa
CLEC11A,ENSG00000105472,ENSMUSG00000004473,Clec11a
TFPT,ENSG00000105619,ENSMUSG00000006335,Tfpt
UPK1A,ENSG00000105668,ENSMUSG00000006313,Upk1a
ATP4A,ENSG00000105675,ENSMUSG00000005553,Atp4a
TMEM147,ENSG00000105677,ENSMUSG00000006315,Tmem147
RASA4,ENSG00000105808,ENSMUSG00000004952,Rasa4
RASA4B,ENSG00000170667,ENSMUSG00000004952,Rasa4
TAX1BP1,ENSG00000106052,ENSMUSG00000004535,Tax1bp1
CHN2,ENSG00000106069,ENSMUSG00000004633,Chn2
PLEKHA8,ENSG00000106086,ENSMUSG00000005225,Plekha8
GHRHR,ENSG00000106128,ENSMUSG00000004654,Ghrhr
CCL24,ENSG00000106178,ENSMUSG00000004814,Ccl24
HSPB1,ENSG00000106211,ENSMUSG00000004951,Hspb1
AP1S1,ENSG00000106367,ENSMUSG00000004849,Ap1s1
PLOD3,ENSG00000106397,ENSMUSG00000004846,Plod3
TBL2,ENSG00000106638,ENSMUSG00000005374,Tbl2
CLCN3,ENSG00000109572,ENSMUSG00000004319,Clcn3
SLC2A9,ENSG00000109667,ENSMUSG00000005107,Slc2a9
EIF4G2,ENSG00000110321,ENSMUSG00000005610,Eif4g2
SLC1A2,ENSG00000110436,ENSMUSG00000005089,Slc1a2
CORO1C,ENSG00000110880,ENSMUSG00000004530,Coro1c
ENO2,ENSG00000111674,ENSMUSG00000004267,Eno2
ATN1,ENSG00000111676,ENSMUSG00000004263,Atn1
PTPN6,ENSG00000111679,ENSMUSG00000004266,Ptpn6
LPCAT3,ENSG00000111684,ENSMUSG00000004270,Lpcat3
KCTD20,ENSG00000112078,ENSMUSG00000005936,Kctd20
RAB23,ENSG00000112210,ENSMUSG00000004768,Rab23
CLINT1,ENSG00000113282,ENSMUSG00000006169,Clint1
IL12B,ENSG00000113302,ENSMUSG00000004296,Il12b
PRLR,ENSG00000113494,ENSMUSG00000005268,Prlr
TBCCD1,ENSG00000113838,ENSMUSG00000004462,Tbccd1
CRBN,ENSG00000113851,ENSMUSG00000005362,Crbn
MSH6,ENSG00000116062,ENSMUSG00000005370,Msh6
CHD5,ENSG00000116254,ENSMUSG00000005045,Chd5
PRG4,ENSG00000116690,ENSMUSG00000006014,Prg4
BCAS2,ENSG00000116752,ENSMUSG00000005687,Bcas2
ZBTB17,ENSG00000116809,ENSMUSG00000006215,Zbtb17
WARS2,ENSG00000116874,ENSMUSG00000004233,Wars2
NID1,ENSG00000116962,ENSMUSG00000005397,Nid1
MPL,ENSG00000117400,ENSMUSG00000006389,Mpl
MMP8,ENSG00000118113,ENSMUSG00000005800,Mmp8
KPTN,ENSG00000118162,ENSMUSG00000006021,Kptn
PGF,ENSG00000119630,ENSMUSG00000004791,Pgf
DLST,ENSG00000119689,ENSMUSG00000004789,Dlst
EIF2B2,ENSG00000119718,ENSMUSG00000004788,Eif2b2
TEK,ENSG00000120156,ENSMUSG00000006386,Tek
NR2C1,ENSG00000120798,ENSMUSG00000005897,Nr2c1
UTP20,ENSG00000120800,ENSMUSG00000004356,Utp20
CD244,ENSG00000122223,ENSMUSG00000004709,Cd244a
LY9,ENSG00000122224,ENSMUSG00000004707,Ly9
NAA60,ENSG00000122390,ENSMUSG00000005982,Naa60
HNRNPA2B1,ENSG00000122566,ENSMUSG00000004980,Hnrnpa2b1
DDX39A,ENSG00000123136,ENSMUSG00000005481,Ddx39a
WDR83,ENSG00000123154,ENSMUSG00000005150,Wdr83
KBTBD4,ENSG00000123444,ENSMUSG00000005505,Kbtbd4
HIF3A,ENSG00000124440,ENSMUSG00000004328,Hif3a
GPR108,ENSG00000125734,ENSMUSG00000005823,Gpr108
TNFSF14,ENSG00000125735,ENSMUSG00000005824,Tnfsf14
ERGIC3,ENSG00000125991,ENSMUSG00000005881,Ergic3
STAT5A,ENSG00000126561,ENSMUSG00000004043,Stat5a
TRAP1,ENSG00000126602,ENSMUSG00000005981,Trap1
EMG1,ENSG00000126749,ENSMUSG00000004268,Emg1
EPS15L1,ENSG00000127527,ENSMUSG00000006276,Eps15l1
AAMP,ENSG00000127837,ENSMUSG00000006299,Aamp
POR,ENSG00000127948,ENSMUSG00000005514,Por
PEX1,ENSG00000127980,ENSMUSG00000005907,Pex1
SGCE,ENSG00000127990,ENSMUSG00000004631,Sgce
ATP6V1F,ENSG00000128524,ENSMUSG00000004285,Atp6v1f
EIF2AK4,ENSG00000128829,ENSMUSG00000005102,Eif2ak4
SNX6,ENSG00000129515,ENSMUSG00000005656,Snx6
TEP1,ENSG00000129566,ENSMUSG00000006281,Tep1
REEP5,ENSG00000129625,ENSMUSG00000005873,Reep5
SYT5,ENSG00000129990,ENSMUSG00000004961,Syt5
CBFA2T3,ENSG00000129993,ENSMUSG00000006362,Cbfa2t3
UBE2M,ENSG00000130725,ENSMUSG00000005575,Ube2m
TRIM28,ENSG00000130726,ENSMUSG00000005566,Trim28
PPAN,ENSG00000130810,ENSMUSG00000004100,Ppan
DNMT1,ENSG00000130816,ENSMUSG00000004099,Dnmt1
EPS8L1,ENSG00000131037,ENSMUSG00000006154,Eps8l1
DNAJB1,ENSG00000132002,ENSMUSG00000005483,Dnajb1
INPP5K,ENSG00000132376,ENSMUSG00000006127,Inpp5k
NES,ENSG00000132688,ENSMUSG00000004891,Nes
BCAN,ENSG00000132692,ENSMUSG00000004892,Bcan
MPRIP,ENSG00000133030,ENSMUSG00000005417,Mprip
LARGE1,ENSG00000133424,ENSMUSG00000004383,Large1
AMPD3,ENSG00000133805,ENSMUSG00000005686,Ampd3
GSTM1,ENSG00000134184,ENSMUSG00000004038,Gstm3
GSTM3,ENSG00000134202,ENSMUSG00000004032,Gstm5
DHX34,ENSG00000134815,ENSMUSG00000006019,Dhx34
APC,ENSG00000134982,ENSMUSG00000005871,Apc
UBQLN1,ENSG00000135018,ENSMUSG00000005312,Ubqln1
PAN2,ENSG00000135473,ENSMUSG00000005682,Pan2
PAX3,ENSG00000135903,ENSMUSG00000004872,Pax3
TMBIM1,ENSG00000135926,ENSMUSG00000006301,Tmbim1
DDX56,ENSG00000136271,ENSMUSG00000004393,Ddx56
TTC5,ENSG00000136319,ENSMUSG00000006288,Ttc5
SMPD4,ENSG00000136699,ENSMUSG00000005899,Smpd4
ANGPTL2,ENSG00000136859,ENSMUSG00000004105,Angptl2
SQOR,ENSG00000137767,ENSMUSG00000005803,Sqor
FBXO11,ENSG00000138081,ENSMUSG00000005371,Fbxo11
PEX5,ENSG00000139197,ENSMUSG00000005069,Pex5
NCOA2,ENSG00000140396,ENSMUSG00000005886,Ncoa2
IGF1R,ENSG00000140443,ENSMUSG00000005533,Igf1r
ZNF287,ENSG00000141040,ENSMUSG00000005267,Zfp287
GATA6,ENSG00000141448,ENSMUSG00000005836,Gata6
PRKACB,ENSG00000142875,ENSMUSG00000005034,Prkacb
NR1I3,ENSG00000143257,ENSMUSG00000005677,Nr1i3
PRCC,ENSG00000143294,ENSMUSG00000004895,Prcc
METTL25B,ENSG00000143303,ENSMUSG00000004896,Rrnad1
CRABP2,ENSG00000143320,ENSMUSG00000004885,Crabp2
HDGF,ENSG00000143321,ENSMUSG00000004897,Hdgf
TUFT1,ENSG00000143367,ENSMUSG00000005968,Tuft1
RFX5,ENSG00000143390,ENSMUSG00000005774,Rfx5
LBR,ENSG00000143815,ENSMUSG00000004880,Lbr
RALB,ENSG00000144118,ENSMUSG00000004451,Ralb
DGKQ,ENSG00000145214,ENSMUSG00000004815,Dgkq
CORIN,ENSG00000145244,ENSMUSG00000005220,Corin
TRMT10A,ENSG00000145331,ENSMUSG00000004127,Trmt10a
CDKAL1,ENSG00000145996,ENSMUSG00000006191,Cdkal1
ATP6V1B2,ENSG00000147416,ENSMUSG00000006273,Atp6v1b2
CACNA1B,ENSG00000148408,ENSMUSG00000004113,Cacna1b
CELF1,ENSG00000149187,ENSMUSG00000005506,Celf1
CWC15,ENSG00000150316,ENSMUSG00000004096,Cwc15
SPC25,ENSG00000152253,ENSMUSG00000005233,Spc25
GRAP,ENSG00000154016,ENSMUSG00000004837,Grap
GRAPL,ENSG00000189152,ENSMUSG00000004837,Grap
PDE1C,ENSG00000154678,ENSMUSG00000004347,Pde1c
MAPK13,ENSG00000156711,ENSMUSG00000004864,Mapk13
ODR4,ENSG00000157181,ENSMUSG00000006010,Odr4
KIT,ENSG00000157404,ENSMUSG00000005672,Kit
TMED4,ENSG00000158604,ENSMUSG00000004394,Tmed4
APOA2,ENSG00000158874,ENSMUSG00000005681,Apoa2
TOMM40L,ENSG00000158882,ENSMUSG00000005674,Tomm40l
SNF8,ENSG00000159210,ENSMUSG00000006058,Snf8
PSMD4,ENSG00000159352,ENSMUSG00000005625,Psmd4
PSMB4,ENSG00000159377,ENSMUSG00000005779,Psmb4
AGRP,ENSG00000159723,ENSMUSG00000005705,Agrp
CSTB,ENSG00000160213,ENSMUSG00000005054,Cstb
FGFR4,ENSG00000160867,ENSMUSG00000005320,Fgfr4
SH2B2,ENSG00000160999,ENSMUSG00000005057,Sh2b2
PCYT1A,ENSG00000161217,ENSMUSG00000005615,Pcyt1a
SENP3,ENSG00000161956,ENSMUSG00000005204,Senp3
